Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
1689,2006-12-15,The Good German,32000000,1308696,1308696
2557,2006-12-15,Indigènes,18900000,26063572,320700
2167,2006-12-20,Rocky Balboa,24000000,156229050,70269899
2524,2006-12-20,The Painted Veil,19400000,15118795,8060487
3066,2006-12-20,Letters from Iwo Jima,13000000,67867998,13756082
1226,2006-12-21,Man cheng jin dai huang jin jia,45000000,76904429,6566773
3872,2006-12-21,Venus,6000000,7818479,3347411
283,2006-12-22,Night at the Museum,110000000,579446407,250863268
736,2006-12-22,We Are Marshall,65000000,43545364,43545364
570,2006-12-25,Children of Men,76000000,69845011,35552383
1934,2006-12-25,Notes on a Scandal,27500000,50578411,17510118
757,2006-12-27,Perfume: The Story of a Murderer,63700000,133603463,2223293
1847,2006-12-29,Miss Potter,30000000,35891257,3005605
2735,2006-12-29,El Laberinto del Fauno,16000000,87041569,37634615
4315,2006-12-29,The Dead Girl,3300000,19875,19875
1270,2006-12-31,Les Bronzés 3: amis pour la vie,42000000,83833602,0
1964,2006-12-31,The Magic Flute,27000000,0,0
4926,2006-12-31,Loving Annabelle,1000000,5382,0
5085,2006-12-31,Fengkuang de Shitou,500000,3000000,0
1928,2007-01-06,Knocked Up,27500000,219265952,148761765
3541,2007-01-06,Gracie,9000000,3922043,2956339
4950,2007-01-06,And Then Came Love,989000,8158,8158
4915,2007-01-17,Alone with Her,1000000,844377,10787
2351,2007-01-26,Epic Movie,20000000,86858578,39739367
2684,2007-01-26,Smokin' Aces,17000000,57263440,35662731
2915,2007-01-26,Blood and Chocolate,15000000,6551310,3526588
4078,2007-01-30,Farce of the Penguins,5000000,0,0
1438,2007-02-02,Because I Said So,39000000,69538833,42674040
2737,2007-02-02,The Messengers,16000000,53774833,35374833
3486,2007-02-02,Partition,10000000,0,0
3760,2007-02-02,Factory Girl,7000000,1661464,1661464
471,2007-02-03,Zodiac,85000000,83080084,33080084
776,2007-02-03,Wild Hogs,60000000,253555383,168213584
2892,2007-02-03,Black Snake Moan,15000000,10951153,9396870
4709,2007-02-05,Waitress,1500000,22217183,19097550
133,2007-02-07,Transformers,151000000,708272592,319246193
159,2007-02-11,Bee Movie,150000000,287594577,126631277
334,2007-02-11,American Gangster,100000000,267985456,130164645
1958,2007-02-11,The Martian Child,27000000,9352089,7500310
1339,2007-02-14,Music and Lyrics,40000000,146300356,50572589
259,2007-02-16,Ghost Rider,120000000,229545589,115802596
2020,2007-02-16,Bridge to Terabithia,25000000,137984788,82234139
1675,2007-02-23,The Number 23,32000000,77593167,35193167
3068,2007-02-23,The Astronaut Farmer,13000000,11141213,11003643
3360,2007-02-23,Reno 911!: Miami,10000000,21851362,20342161
1547,2007-03-07,License to Wed,35000000,70187088,43799818
213,2007-03-08,The Bourne Ultimatum,130000000,442161562,227471070
2112,2007-03-08,Hot Rod,25000000,14334401,13938332
2720,2007-03-08,Becoming Jane,16500000,39380876,18663911
3947,2007-03-08,The Ten,5250000,786677,769726
4059,2007-03-08,"Gandhi, My Father",5000000,1375194,240425
3896,2007-03-10,Lake of Fire,6000000,26007,25317
4675,2007-03-13,Sublime,1800000,0,0
1431,2007-03-16,Nomad,40000000,79123,79123
2344,2007-03-16,Premonition,20000000,81461343,47852604
2992,2007-03-16,I Think I Love My Wife,14000000,13205411,12559771
3590,2007-03-16,The Wind That Shakes the Barley,8300000,25670174,1829142
831,2007-03-23,Shooter,60000000,95538560,47003582
1540,2007-03-23,TMNT,35000000,96096018,54149098
2406,2007-03-23,Reign Over Me,20000000,20081987,19661987
2860,2007-03-23,The Hills Have Eyes II,15000000,37466538,20804166
3587,2007-03-23,Namastey London,8400000,6831069,1207007
4772,2007-03-23,Journey from the Fall,1300000,635305,635305
769,2007-03-30,Blades of Glory,61000000,145594548,118594548
9,2007-04-05,Spider-Man 3,258000000,890875303,336530303
966,2007-04-05,Lucky You,55000000,6521829,5755286
3076,2007-04-05,"Paris, je t'aime",13000000,5175088,4857374
3411,2007-04-07,Rescue Dawn,10000000,7037886,5490423
3666,2007-04-09,The Death and Life of Bobby Z,8000000,414617,0
2324,2007-04-13,Disturbia,20000000,118537627,80818974
2782,2007-04-13,Slow Burn,15500000,1237615,1237615
4997,2007-04-13,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,5520368
2743,2007-04-20,Hot Fuzz,16000000,81742618,23618786
3296,2007-04-20,In the Land of Women,10500000,14140402,11052958
3288,2007-04-27,Jindabyne,10800000,2862544,399879
3700,2007-04-27,Ta Ra Rum Pum,7400000,9443864,872643
1147,2007-05-01,Happily N'Ever After,47000000,37923818,15849032
2291,2007-05-01,Freedom Writers,21000000,43632609,36605602
2461,2007-05-01,Code Name: The Cleaner,20000000,8135024,8135024
4510,2007-05-01,Thr3e,2400000,1420418,1008849
1382,2007-05-04,The Reaping,40000000,62226214,25126214
4734,2007-05-09,I Want Someone To Eat Cheese With,1500000,194568,194568
2280,2007-05-10,Michael Clayton,21500000,92987651,49033882
2939,2007-05-10,The Good Night,15000000,22441,22441
5075,2007-05-10,Finishing the Game,500000,53201,52850
3708,2007-05-12,Juno,7000000,231450102,143495265
5271,2007-05-16,Once,150000,23344056,9445857
116,2007-05-17,Shrek the Third,160000000,807330936,322719944
3459,2007-05-18,Severance,10000000,5950002,137221
3655,2007-05-18,The Wendell Baker Story,8000000,127188,127188
3,2007-05-24,Pirates of the Caribbean: At World’s End,300000000,963420425,309420425
4193,2007-05-25,Bug,4000000,8302995,7006708
984,2007-06-04,Grindhouse,53000000,50187789,25031037
2132,2007-06-04,The Hoax,25000000,7164995,7164995
2272,2007-06-04,Zwartboek,22000000,27238354,4398532
257,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,288215319,131921738
1850,2007-06-15,DOA: Dead or Alive,30000000,7755686,480314
2390,2007-06-15,Nancy Drew,20000000,30703845,25584685
3652,2007-06-15,Fido,8000000,456814,298110
5165,2007-06-15,Pierrot le fou,300000,70807,70807
5249,2007-06-15,The Trials of Darryl Hunt,200000,1217,1217
92,2007-06-22,Evan Almighty,175000000,174131329,100289690
2228,2007-06-22,1408,22500000,131263370,71985628
2895,2007-06-22,A Mighty Heart,15000000,19153568,9176787
3520,2007-06-22,Sicko,9000000,36535837,24538513
4204,2007-06-22,You Kill Me,4000000,3858964,2426851
287,2007-06-27,Live Free or Die Hard,110000000,382288147,134529403
144,2007-06-29,Ratatouille,150000000,626549695,206445654
4657,2007-06-29,Chacun sa nuit,1900000,139317,18435
4629,2007-07-07,Rockaway,2000000,0,0
1134,2007-07-09,3:10 to Yuma,48000000,71171825,53606916
1426,2007-07-09,The Hunting Party,40000000,7729552,876671
3279,2007-07-09,Romance and Cigarettes,11000000,3231251,551002
3441,2007-07-09,The Brothers Solomon,10000000,900926,900926
4586,2007-07-09,In the Shadow of the Moon,2000000,1134358,1134358
4736,2007-07-09,Hatchet,1500000,240396,175281
36,2007-07-12,The Golden Compass,205000000,367262558,70107728
1761,2007-07-12,Atonement,30000000,129779728,50980159
4465,2007-07-12,Timber Falls,2600000,71248,0
4985,2007-07-18,Cama adentro,800000,200433,200433
450,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,185708462,119725280
585,2007-07-20,Hairspray,75000000,203035572,118871849
1421,2007-07-20,Sunshine,40000000,32030610,3688560
4514,2007-07-25,This is England,2380000,8739576,327919
622,2007-07-27,The Simpsons Movie,72500000,527071022,183135014
1903,2007-07-27,No Reservations,28000000,91943956,43107979
2279,2007-07-27,Molière,21600000,791154,635733
3748,2007-07-27,Who's Your Caddy?,7000000,5694308,5694308
4584,2007-07-27,No End In Sight,2000000,1433319,1433319
350,2007-08-06,Surf's Up,100000000,145395745,58867694
451,2007-08-06,Ocean's Thirteen,85000000,311744465,117144465
2780,2007-08-06,La Môme,15500000,88611837,10299782
3681,2007-08-06,Hostel: Part II,7500000,33606409,17544812
3850,2007-08-08,Daddy Day Camp,6000000,18209872,13235267
553,2007-08-17,The Invasion,80000000,40147042,15074191
702,2007-08-17,The Last Legion,67000000,25357771,5932060
2459,2007-08-17,Death at a Funeral,20000000,46790428,8580428
2656,2007-08-17,Superbad,17500000,169955142,121463226
2069,2007-08-24,Mr. Bean’s Holiday,25000000,234981342,33302167
2087,2007-08-24,War,25000000,40686409,22486409
3077,2007-08-24,Resurrecting the Champ,13000000,3260555,3172382
3302,2007-08-24,September Dawn,10100000,1066555,1066555
4497,2007-08-24,Eye of the Dolphin,2500000,72260,72210
2453,2007-08-31,Death Sentence,20000000,16907831,9534258
2809,2007-08-31,Halloween,15000000,77514401,58269151
4138,2007-08-31,Fong juk,4500000,51957,51957
1080,2007-09-02,Hannibal Rising,50000000,80583311,27669725
4528,2007-09-02,The Last Sin Eater,2200000,388390,388390
4554,2007-09-02,Das Leben der Anderen,2000000,81197047,11284657
775,2007-09-03,300,60000000,454161935,210614939
3200,2007-09-03,Gwoemul,12000000,92618117,2201923
3539,2007-09-03,The Ultimate Gift,9000000,3438735,3438735
3578,2007-09-03,The Namesake,8500000,20288774,13610521
1598,2007-09-11,Lions for Lambs,35000000,63211088,14998070
2027,2007-09-11,No Country for Old Men,25000000,164051250,74273505
4404,2007-09-11,Holly,3000000,163069,163069
1101,2007-09-14,Eastern Promises,50000000,56077088,17181265
1206,2007-09-14,Across the Universe,45000000,29367143,24343673
1685,2007-09-14,D-War,32000000,79915361,10977721
2220,2007-09-14,In the Valley of Elah,23000000,24489150,6777741
3449,2007-09-14,King of California,10000000,1165102,268461
4287,2007-09-14,Ira and Abby,3500000,221096,221096
1192,2007-09-21,Resident Evil: Extinction,45000000,146162920,50648679
1843,2007-09-21,The Assassination of Jesse James by the Coward Robert Ford,30000000,15313631,3909149
2065,2007-09-21,Good Luck Chuck,25000000,59183821,35017297
2411,2007-09-21,Into the Wild,20000000,56822960,18354356
2722,2007-09-21,Sydney White,16500000,13636339,11892415
625,2007-09-28,The Kingdom,72500000,86509602,47467250
2234,2007-09-28,The Game Plan,22000000,146590987,90648202
2911,2007-09-28,Se jie,15000000,65261291,4604982
3215,2007-09-28,Trade,12000000,1513388,214202
76,2007-10-08,Rush Hour 3,180000000,256585882,140125968
667,2007-10-08,Stardust,70000000,137022245,38634938
3822,2007-10-10,Control,6400000,8902141,871577
1778,2007-10-19,30 Days of Night,30000000,80276156,39568996
1935,2007-10-19,Rendition,27500000,26939925,9736045
2544,2007-10-19,"Gone, Baby, Gone",19000000,34352162,20300218
2765,2007-10-19,Things We Lost in the Fire,16000000,8120148,3287315
3440,2007-10-19,The Ten Commandments,10000000,1051907,952820
4112,2007-10-19,Out of the Blue,4600000,731767,728
4891,2007-10-19,Wristcutters: A Love Story,1000000,473769,446165
5032,2007-10-19,Arnolds Park,600000,23616,23616
5250,2007-10-19,The Man From Earth,200000,0,0
3311,2007-10-26,Saw IV,10000000,135759694,63300095
4312,2007-10-26,Bella,3300000,12405473,8093373
2408,2007-11-05,Georgia Rule,20000000,20819601,18882880
2846,2007-11-05,28 Weeks Later,15000000,64232714,28638916
3650,2007-11-05,Brooklyn Rules,8000000,458232,458232
4739,2007-11-05,The Salon,1500000,139084,139084
137,2007-11-07,Harry Potter and the Order of the Phoenix,150000000,942943935,292004738
3784,2007-11-12,High School Musical 2,7000000,0,0
2710,2007-11-14,Southland Tales,17000000,364607,275380
164,2007-11-16,Beowulf,150000000,194995215,82195215
1227,2007-11-16,Love in the Time of Cholera,45000000,31077418,4617608
4068,2007-11-16,Redacted,5000000,861325,65388
448,2007-11-21,Enchanted,85000000,340384141,127706877
2072,2007-11-21,August Rush,25000000,66015869,31664162
2483,2007-11-21,I'm Not There,20000000,12397613,4017609
2660,2007-11-21,Hitman,17500000,99135571,39687694
3042,2007-11-21,This Christmas,13000000,49733545,49121934
3056,2007-11-21,The Mist,13000000,57189408,25593755
3533,2007-11-28,The Savages,9000000,10642023,6623082
2998,2007-11-30,Le Scaphandre et le Papillon,14000000,22754472,5990075
3566,2007-11-30,Awake,8600000,32968648,14373825
3667,2007-11-30,Maurice Richard,8000000,0,0
552,2007-12-01,Arthur et les Minimoys,80000000,113325743,15132763
2965,2007-12-01,Stomp the Yard,14000000,75525718,61356221
958,2007-12-10,Elizabeth: The Golden Age,55000000,74870866,16285240
1912,2007-12-10,We Own the Night,28000000,55307857,28563179
2811,2007-12-10,Why Did I Get Married?,15000000,55934178,55204525
3108,2007-12-10,Lars and the Real Girl,12500000,11277119,5956480
140,2007-12-14,I am Legend,150000000,585532684,256393010
907,2007-12-14,Alvin and the Chipmunks,55000000,362605033,217326974
1858,2007-12-14,Goodbye Bafana,30000000,2717302,0
2422,2007-12-14,The Kite Runner,20000000,74180745,15800078
5202,2007-12-14,Shotgun Stories,250000,284174,46026
594,2007-12-21,Charlie Wilson's War,75000000,119512771,66661095
1591,2007-12-21,Walk Hard: The Dewey Cox Story,35000000,20606053,18317151
1752,2007-12-21,P.S. I Love You,30000000,155769678,53695808
3473,2007-12-21,Blonde Ambition,10000000,1537479,6422
1168,2007-12-25,The Bucket List,45000000,174810815,93466502
1351,2007-12-25,Aliens vs. Predator - Requiem,40000000,128884494,41797066
1352,2007-12-25,The Water Horse: Legend of the Deep,40000000,103429755,40412817
2515,2007-12-25,Butterfly on a Wheel,20000000,0,0
2841,2007-12-25,The Great Debaters,15000000,30261293,30226144
3702,2007-12-25,Persepolis,7300000,25397460,4443403
2054,2007-12-26,There Will Be Blood,25000000,77208711,40222514
4192,2007-12-28,El orfanato,4000000,79250193,7159147
1927,2007-12-31,Alatriste,28000000,22860477,0
2516,2007-12-31,Ramanujan,20000000,0,0
2665,2007-12-31,Taxi 4,17500000,60865364,0
2723,2007-12-31,Arn - Tempelriddaren,16500000,21404122,0
4640,2007-12-31,Slacker Uprising,2000000,0,0
5289,2007-12-31,A Dog's Breakfast,120000,0,0
5290,2007-12-31,A Dog's Breakfast,120000,0,0
5374,2007-12-31,Tin Can Man,12000,0,0
2470,2008-01-02,Strange Wilderness,20000000,6947084,6575282
3148,2008-01-02,The Eye,12000000,57577765,31418697
3397,2008-01-02,Over Her Dead Body,10000000,21596074,7570127
3801,2008-01-02,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000,70712099,65281781
4698,2008-01-02,Sukkar banat,1600000,14253760,1060591
142,2008-01-07,Hancock,150000000,624234272,227946274
91,2008-01-08,The Mummy: Tomb of the Dragon Emperor,175000000,405760225,102491776
2297,2008-01-08,Swing Vote,21000000,17589867,16289867
2935,2008-01-08,Midnight Meat Train,15000000,1590246,73548
4869,2008-01-08,Frozen River,1000000,6030129,2511476
4476,2008-01-10,Religulous,2500000,13881317,13011160
5252,2008-01-17,Yesterday Was a Lie,200000,0,0
1730,2008-01-18,27 Dresses,30000000,160247805,76808654
2022,2008-01-18,Cloverfield,25000000,171302226,80048433
2254,2008-01-18,Mad Money,22000000,25044057,20668843
4095,2008-01-18,All Hat,4900000,15198,15198
4594,2008-01-18,Teeth,2000000,2350641,347578
4896,2008-01-18,Taxi to the Dark Side,1000000,304472,274661
2878,2008-01-23,U2 3D,15000000,26170402,12898847
1140,2008-01-25,Rambo,47500000,112214531,42754105
1570,2008-01-25,Untraceable,35000000,52649951,28687835
1782,2008-01-25,Meet the Spartans,30000000,84646831,38233676
2701,2008-01-25,How She Move,17000000,8607815,7070641
4962,2008-01-25,"4 luni, 3 saptamani si 2 zile",900000,11993156,1196321
66,2008-02-05,Iron Man,186000000,584604126,318604126
1344,2008-02-05,Made of Honor,40000000,106548738,46012734
3754,2008-02-05,Redbelt,7000000,2667084,2344847
4580,2008-02-05,Son of Rambow: A Home Movie,2000000,11263263,1785505
389,2008-02-14,The Spiderwick Chronicles,92500000,162839667,71195053
480,2008-02-14,Jumper,82500000,223636949,81168265
2658,2008-02-14,Step Up 2 the Streets,17500000,148586910,58017783
3717,2008-02-14,"Definitely, Maybe",7000000,55617866,32241649
3860,2008-02-15,Dolphins and Whales Tribes of the Ocean 3D,6000000,17252287,7714996
4448,2008-02-15,Diary of the Dead,2750000,5394447,952620
1312,2008-02-22,Vantage Point,40000000,150886329,72266306
2447,2008-02-22,Be Kind Rewind,20000000,30894247,11175164
3196,2008-02-22,Charlie Bartlett,12000000,5295909,3950294
3688,2008-02-22,Witless Protection,7500000,4151836,4151836
3824,2008-02-22,Die Fälscher,6250000,20199663,5488570
5332,2008-02-22,The Signal,50000,406299,251150
952,2008-02-29,Semi-Pro,55000000,43980363,33479698
1380,2008-02-29,The Other Boleyn Girl,40000000,78269970,26814957
3877,2008-03-07,The Wackness,6000000,3330012,2077046
1926,2008-03-10,How to Lose Friends & Alienate People,28000000,12031443,2775593
2140,2008-03-10,Blindness,25000000,20052958,3073392
2319,2008-03-10,Beverly Hills Chihuahua,20000000,154218168,94514402
2468,2008-03-10,An American Carol,20000000,7022183,7013191
2482,2008-03-10,Flash of Genius,20000000,4504111,4442377
3176,2008-03-10,Rachel Getting Married,12000000,17475475,12796861
3335,2008-03-10,Nick and Norah's Infinite Playlist,10000000,33886017,31487293
445,2008-03-14,Horton Hears a Who,85000000,299477886,154529439
1652,2008-03-14,Doomsday,33000000,21621188,11008770
2293,2008-03-14,Never Back Down,21000000,39319801,24850922
2922,2008-03-14,Funny Games,15000000,8200127,1294640
4685,2008-03-19,La misma luna,1700000,23271741,12590147
1366,2008-03-21,Drillbit Taylor,40000000,49686263,32862104
2349,2008-03-21,Meet the Browns,20000000,41975388,41975388
3611,2008-03-21,Shutter,8000000,47782426,25928550
4406,2008-03-21,The Grand,3000000,115879,115879
4972,2008-03-21,The Hammer,850000,442638,442638
1522,2008-03-28,21,35000000,159846429,81159365
1574,2008-03-28,Superhero Movie,35000000,73026302,26638520
2123,2008-03-28,Stop-Loss,25000000,11229035,10915744
3408,2008-03-28,"Run, Fatboy, Run",10000000,33512260,6003262
5198,2008-03-28,Happy Valley,250000,67665,67665
2384,2008-04-01,One Missed Call,20000000,44513466,26890041
890,2008-04-04,Leatherheads,58000000,41348628,31373938
1482,2008-04-04,Nim's Island,37000000,101857425,48006762
2097,2008-04-04,The Ruins,25000000,22910563,17432844
3442,2008-04-04,My Blueberry Nights,10000000,22198996,866778
4860,2008-04-04,Shine a Light,1000000,16173879,5505267
280,2008-04-07,Astérix aux Jeux Olympiques,113500000,132999811,999811
2562,2008-04-07,Ne le dis à personne,18500000,33954018,6198883
4416,2008-04-15,à L'Intérieur,3000000,895932,0
939,2008-04-18,The Forbidden Kingdom,55000000,129075270,52075270
1742,2008-04-18,Forgetting Sarah Marshall,30000000,105173042,63172463
1820,2008-04-18,88 Minutes,30000000,32955399,16930884
3213,2008-04-18,Life Before Her Eyes,12000000,7203439,303439
3657,2008-04-18,Pathology,8000000,3270974,109045
5076,2008-04-18,Kiss the Bride,500000,32033,32033
1745,2008-04-25,Baby Mama,30000000,64170447,60494212
2137,2008-04-25,Deception,25000000,12850033,4598506
2224,2008-04-25,Rogue,23000000,4673377,10452
